1.2,7.5
3.9,5.7
7.8,7.9
1.2,6.3
7.6,6.3
0.9,7.1
2.4,5.1
2.9,8.0
0.1,7.9
6.3,7.1
5.7,5.4
4.3,7.4
7.9,7.1
2.7,6.7
5.8,6.5
4.2,6.4
2.9,5.2
4.2,6.6
2.6,7.8
7.7,6.9
0.2,7.0
2.4,5.3
0.8,6.5
6.0,5.8
0.7,7.9
1.7,7.7
4.1,7.8
7.3,6.3
4.4,6.9
6.6,7.5
1.0,6.1
4.4,6.6
1.2,5.7
7.3,5.7
6.1,6.1
1.7,7.5
4.5,8.0
7.6,7.1
6.9,5.9
7.1,6.6
8.0,7.3
7.6,6.1
1.9,5.4
2.0,7.2
7.0,5.7
4.2,7.4
5.1,7.9
5.1,6.8
3.0,6.2
1.9,5.2
6.2,5.0
5.0,6.7
4.2,7.4
2.6,6.3
0.8,6.6
4.0,8.0
6.0,6.9
6.5,5.3
7.8,6.9
7.2,7.9
5.4,7.3
5.0,7.3
2.4,6.3
0.5,6.6
0.3,7.7
1.9,7.3
7.1,6.3
7.2,7.5
7.1,6.5
1.1,5.9
7.3,6.8
2.3,7.8
3.1,7.4
0.2,7.8
4.1,5.9
4.8,5.4
1.3,6.6
3.9,6.7
5.1,7.1
1.7,6.5
1.9,7.3
7.3,7.6
7.8,7.7
2.6,7.7
2.1,6.4
0.1,6.0
7.9,7.8
3.9,6.2
2.2,7.1
1.3,7.5
6.3,5.6
3.6,5.6
5.7,6.5
4.8,5.9
4.1,6.1
2.2,6.3
0.3,5.9
6.3,7.3
2.3,5.4
3.7,5.9
1.9,5.3
6.2,5.1
7.6,5.8
0.3,5.7
6.4,7.1
1.5,6.9
7.7,7.0
4.7,5.2
7.4,7.4
6.4,5.9
6.4,6.6
2.0,6.6
4.0,5.5
2.5,6.5
0.1,8.0
2.1,5.2
7.1,6.8
0.6,5.4
2.0,6.7
6.7,5.8
0.9,7.0
7.9,6.0
2.2,6.8
3.5,7.4
3.4,6.5
6.4,5.5
5.8,6.5
6.3,8.0
2.5,7.0
7.2,5.2
6.3,5.5
3.3,6.1
3.0,6.5
3.2,5.5
2.4,6.6
5.0,6.5
2.3,7.1
1.5,7.3
4.4,7.0
7.8,6.0
3.9,6.3
2.6,6.2
6.4,7.5
7.6,5.4
3.2,6.5
0.9,7.8
3.0,5.5
3.8,5.7
3.5,6.2
5.3,6.3
6.2,5.4
4.4,5.8
5.6,5.7
5.4,5.4
1.1,7.9
7.8,7.1
4.0,6.7
2.6,6.8
0.3,8.0
1.0,7.0
1.4,6.1
6.3,7.2
6.5,6.6
1.8,7.2
2.4,7.2
6.0,5.4
4.1,7.3
3.9,5.4
1.1,7.8
1.8,5.0
4.5,7.1
6.8,6.4
2.5,8.0
0.7,5.7
4.5,5.9
1.6,5.1
0.8,7.7
2.8,7.8
3.2,7.0
2.2,5.1
4.6,7.8
6.9,7.3
1.8,5.7
7.4,6.4
6.0,7.1
6.2,6.6
8.0,6.7
7.3,5.6
6.6,7.1
6.7,5.5
0.5,6.0
4.8,6.3
1.5,5.3
5.3,7.5
6.9,6.4
8.0,8.0
1.2,7.5
2.1,5.2
4.2,6.6
4.3,6.6
0.5,6.9
0.2,5.2
1.1,7.0
1.5,7.6
1.9,6.4
0.9,7.9
3.4,7.9
3.0,5.9
5.7,6.6
3.1,6.0
3.6,5.3
1.4,7.0
5.7,5.1
7.5,5.9
1.9,5.1
2.2,6.2
7.1,7.8
0.5,7.5
1.3,5.7
0.5,5.4
7.3,7.7
4.5,5.4
2.3,6.2
0.4,6.6
0.8,5.9
2.3,7.8
2.4,5.9
4.3,7.1
1.4,5.4
2.4,6.9
6.3,6.8
1.5,7.5
0.8,5.3
1.7,5.5
7.8,6.3
7.2,7.8
5.5,7.4
3.5,5.5
4.0,7.2
0.5,6.0
4.1,6.7
2.3,7.6
0.7,5.9
4.2,7.5
1.8,7.0
7.4,7.4
8.0,5.4
7.0,7.5
4.0,7.7
1.6,5.4
16.8,18.1
16.0,18.4
16.1,18.2
16.6,18.4
19.9,18.4
16.0,18.2
16.8,18.8
19.6,18.5
17.1,18.1
19.1,19.6
18.2,18.0
17.8,18.7
15.8,19.1
17.8,19.9
15.9,19.8
20.0,18.3
15.9,18.3
18.9,18.8
18.9,18.8
17.1,19.1
17.8,18.1
16.8,18.1
16.4,18.2
15.8,19.3
17.7,20.0
17.0,18.6
16.8,18.8
19.3,19.0
18.4,19.9
17.0,18.5
17.3,19.0
16.5,18.3
16.3,19.6
17.4,19.4
15.7,18.6
16.9,18.3
18.7,19.8
15.9,19.1
16.5,18.3
17.1,19.9
18.6,18.1
19.5,19.6
16.5,19.4
16.0,18.9
17.1,19.5
16.0,19.2
15.7,18.1
15.2,18.3
17.4,18.1
18.8,18.8
16.8,19.3
19.9,18.7
15.2,18.7
19.9,19.9
18.6,19.4
19.0,18.7
15.8,18.3
18.8,18.0
19.1,19.7
17.4,19.5
17.4,19.3
19.2,19.8
16.2,19.6
18.1,18.3
15.8,19.4
16.1,18.4
15.2,19.6
19.7,19.9
18.1,19.8
17.0,19.1
16.4,18.8
19.5,19.9
16.3,18.5
16.4,18.5
16.0,18.8
17.0,19.8
15.9,20.0
16.3,19.9
19.4,18.0
17.6,18.0
16.2,19.7
18.0,18.6
17.8,19.6
18.4,18.2
15.5,18.9
19.5,19.6
19.7,19.3
17.7,19.2
17.6,19.9
19.6,19.4
15.5,19.0
15.7,18.1
16.2,18.9
19.9,18.6
17.7,20.0
15.1,19.4
19.4,18.8
17.5,19.8
19.0,19.1
17.7,19.9
17.2,19.2
17.4,19.1
19.9,19.4
18.8,18.7
16.3,18.4
17.0,19.7
19.0,19.9
17.7,19.9
17.4,19.5
17.2,19.5
15.9,18.7
18.2,19.8
17.0,19.2
17.2,19.3
17.6,19.9
15.2,19.0
17.6,18.0
18.6,18.0
19.0,19.4
18.0,18.5
16.6,18.4
18.0,19.2
17.5,18.3
16.6,18.6
15.3,19.2
19.0,18.2
19.0,19.2
17.8,19.1
15.3,19.1
18.4,19.2
16.3,19.5
17.2,19.5
18.6,19.9
19.1,19.3
16.8,19.5
17.5,20.0
16.3,19.7
19.4,18.7
16.2,19.8
17.7,19.2
15.0,20.0
16.7,18.4
17.8,18.2
18.9,19.9
18.3,19.7
15.0,19.1
15.4,19.0
19.1,18.6
19.4,18.2
19.5,19.3
18.1,19.0
17.4,19.8
19.3,19.8
17.1,18.4
18.3,19.1
19.3,18.3
15.3,19.0
18.4,19.3
17.5,18.8
19.4,19.8
16.4,18.6
19.3,18.8
19.8,19.6
18.8,18.4
18.4,18.2
15.6,19.4
16.2,18.9
18.4,19.4
15.1,19.6
17.2,19.9
16.2,19.9
15.6,19.1
19.2,18.9
15.8,19.6
16.0,19.3
17.0,19.0
18.5,18.0
16.7,18.6
16.0,20.0
18.3,18.7
17.4,18.6
19.5,19.5
18.6,19.7
15.1,19.2
15.0,20.0
15.3,18.9
17.5,19.9
17.1,20.0
15.1,19.4
15.7,19.2
17.8,18.4
19.2,19.0
19.3,19.6
17.1,18.5
15.4,18.3
18.1,19.2
19.8,19.5
18.2,19.4
17.8,18.3
18.8,19.4
17.2,19.6
18.6,19.6
18.9,18.5
15.7,19.2
17.9,18.8
18.0,18.4
15.5,18.1
15.2,18.9
16.7,19.7
19.0,19.0
15.2,18.1
17.0,19.3
18.3,18.1
17.3,19.8
15.7,19.5
16.6,19.0
16.7,19.4
17.4,19.6
19.6,18.0
18.5,18.9
15.4,18.3
16.2,19.1
18.5,19.6
16.8,19.3
15.9,19.9
18.6,19.7
17.1,19.5
17.2,19.4
17.6,18.6
17.2,19.8
18.3,19.1
15.5,18.5
20.0,19.3
18.8,19.1
18.9,18.0
