9.1,12.4
4.8,2.2
5.3,4.1
16.4,2.4
13.6,19.4
9.9,17.3
3.5,15.3
19.4,17.9
4.9,14.5
9.4,16.8
13.6,6.3
6.9,18.6
14.2,2.0
3.4,18.9
0.6,13.3
1.9,4.1
17.4,20.0
10.8,12.4
18.1,10.6
0.2,4.0
13.8,16.9
6.0,0.2
19.6,11.9
1.6,15.4
11.2,15.7
16.3,3.5
3.3,6.7
2.0,12.7
4.6,3.6
12.5,7.7
8.6,16.6
5.5,11.9
18.0,13.6
18.6,13.6
12.9,4.9
3.5,19.0
13.0,12.6
6.5,17.4
14.2,9.9
13.1,3.9
10.0,18.3
0.4,12.8
10.5,8.8
14.8,4.4
0.5,15.3
6.2,5.3
12.3,2.2
18.0,8.0
7.2,8.4
8.3,2.1
11.8,4.0
3.8,18.8
19.5,3.0
1.7,10.4
13.8,0.0
12.3,12.2
6.6,4.7
11.1,18.7
2.4,18.4
14.4,0.1
3.6,2.6
18.3,18.7
3.7,4.6
19.5,17.5
3.4,10.6
15.6,4.9
10.8,5.4
18.9,5.6
14.1,7.3
14.6,16.8
17.6,8.0
15.7,17.0
19.8,19.0
12.5,16.2
6.0,3.2
1.4,12.0
16.8,3.3
13.2,5.8
0.0,8.2
18.3,19.0
16.7,19.5
8.9,4.2
18.6,14.3
2.1,8.8
11.8,16.2
17.0,14.5
12.3,9.3
17.6,8.5
2.6,7.8
3.9,0.5
8.9,1.7
18.2,14.7
18.2,9.7
11.5,6.3
19.6,4.5
17.4,3.9
18.4,8.7
0.3,14.8
11.7,10.5
9.7,3.2
13.7,0.8
3.5,19.6
19.1,16.1
9.4,4.4
2.8,18.3
9.4,2.0
15.1,5.1
1.6,14.2
14.3,19.1
13.5,10.9
5.8,8.1
8.7,3.1
4.4,0.6
7.4,7.9
5.7,11.5
5.2,11.0
2.2,5.7
20.0,8.4
15.0,10.5
7.1,2.0
0.3,14.8
6.9,13.0
9.0,11.0
3.5,18.4
10.7,15.2
10.7,8.4
4.9,16.2
5.5,14.4
15.8,13.1
19.6,16.7
17.7,2.5
14.9,2.3
6.3,7.9
0.9,4.5
17.7,8.2
8.1,1.1
19.9,11.6
11.8,8.1
16.6,16.6
18.9,6.6
3.4,7.6
19.4,18.1
10.7,2.1
10.4,12.1
5.2,5.7
14.5,17.2
4.9,12.3
